[00:00:26.234,161] <dbg> bttester_mesh: fault_get_cur: 
[00:00:16.720,672] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:16.720,703] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:16.724,182] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:16.724,212] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:16.725,738] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x71ce0
[00:00:16.828,002] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:16.828,033] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:16.831,512] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:16.831,512] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:16.833,251] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x71d0c
[00:00:16.934,143] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:16.934,173] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:16.937,835] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:16.937,866] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:16.939,422] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x71d38
[00:00:17.041,381] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:17.041,412] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.044,891] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:17.044,921] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:17.046,447] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x71d64
[00:00:17.149,688] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:17.149,719] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.153,564] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:17.153,594] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:17.155,181] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x71c88
[00:00:17.256,927] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:17.256,958] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.260,437] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:17.260,437] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:17.261,993] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x71cb4
[00:00:17.398,284] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:17.398,315] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:17.401,794] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:17.401,794] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:17.403,320] <dbg> bttester_mesh: model_bound_cb: remote addr 0x0001 key_idx 0x0000 model 0x71c5c
[00:00:18.016,815] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:18.016,845] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.020,233] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:18.020,263] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.123,504] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:18.123,504] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.126,983] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 8
[00:00:18.127,014] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.214,202] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:18.214,233] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.251,922] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 16
[00:00:18.251,983] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.308,837] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 10
[00:00:18.308,868] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.311,889] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 22
[00:00:18.311,889] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.315,399] <wrn> bt_mesh_va: No matching Label UUID for 0x8278
[00:00:18.380,950] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 13
[00:00:18.380,981] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.384,246] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 5
[00:00:18.384,307] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.435,913] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 13
[00:00:18.435,943] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.952,636] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 13
[00:00:18.952,667] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:19.452,728] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 13
[00:00:19.452,758] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:19.951,782] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 13
[00:00:19.951,812] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.007,324] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:20.007,354] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.115,112] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:20.115,112] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.221,801] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:20.221,801] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.330,108] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:20.330,139] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.436,798] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:20.436,828] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.544,067] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:20.544,097] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.651,824] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:20.651,855] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.759,613] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:20.759,643] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.865,905] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:20.865,936] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.869,140] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0xd000 payload_len 100
[00:00:20.869,171] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:21.127,166] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:21.127,166] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:21.234,008] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:21.234,039] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:21.340,362] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:21.340,393] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:21.447,052] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:21.447,082] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:21.554,840] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:21.554,840] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:21.661,621] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:21.661,651] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:21.768,768] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:21.768,768] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:21.893,035] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:21.893,066] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:22.000,274] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:22.000,305] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:22.245,361] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:22.245,391] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:22.458,465] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:22.458,465] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:22.583,282] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:22.583,312] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:22.689,971] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:22.690,002] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:22.798,309] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:22.798,339] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:22.904,724] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:22.904,724] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:23.011,505] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:23.011,505] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:23.119,171] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:23.119,201] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:24.027,984] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:24.028,015] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:24.030,395] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:24.117,614] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:24.117,645] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:24.120,025] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:24.225,402] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:24.225,402] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:24.227,783] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:24.333,251] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:24.333,312] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:24.335,693] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:24.456,390] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:24.456,420] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:24.458,801] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:24.563,629] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:24.563,659] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:24.566,040] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:24.671,417] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:24.671,417] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:24.673,797] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:24.779,174] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:24.779,235] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:24.781,677] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:24.885,345] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:24.885,375] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:24.887,756] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:25.130,126] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:25.130,157] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:25.132,537] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:25.236,297] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:25.236,328] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:25.238,708] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:25.344,085] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:25.344,116] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:25.346,496] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:25.450,775] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:25.450,805] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:25.453,186] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:25.558,227] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:25.558,258] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:25.560,638] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:25.666,534] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:25.666,564] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:25.668,945] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:25.773,864] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:25.773,925] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:25.776,275] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:25.880,126] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:25.880,187] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:25.882,568] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:26.003,967] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:26.003,997] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:26.006,378] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:26.248,779] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:26.248,809] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:26.251,190] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:26.355,499] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:26.355,529] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:26.357,910] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:26.462,799] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:26.462,860] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:26.465,270] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:26.570,190] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:26.570,220] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:26.572,601] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:26.677,764] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:26.677,795] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:26.680,145] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:26.818,481] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:26.818,542] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:26.820,922] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:26.909,210] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:26.909,240] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:26.911,621] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:27.016,418] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:27.016,448] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:27.018,829] <wrn> bt_mesh_transport: Ignoring old SeqAuth
[00:00:27.122,528] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0xd000 payload_len 16
[00:00:27.122,558] <dbg> bttester: tester_event: service 0x04 opcode 0x86
