[00:01:37.453,857] <dbg> bttester_mesh: fault_get_cur: 
[00:00:16.884,002] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:16.884,033] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:16.887,451] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.888,031] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:16.888,061] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:16.889,923] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.890,106] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.890,319] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.890,533] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.890,777] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.953,247] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.953,460] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.953,704] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.990,844] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:16.990,875] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:16.994,659] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:16.994,659] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:17.007,293] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.007,476] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.007,720] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.063,079] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.063,293] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.063,537] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.122,039] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.122,222] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.122,406] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.122,589] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.122,894] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.123,138] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.123,413] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.123,626] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.123,809] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.124,847] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.125,152] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.125,427] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.125,671] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.125,885] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.126,068] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.126,495] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.126,739] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.185,394] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.185,577] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.185,760] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.185,943] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.186,279] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.187,438] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.187,561] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.187,805] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.187,988] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.188,293] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.188,568] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.188,812] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.245,819] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.246,002] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.246,185] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.246,368] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.246,673] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.249,633] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.249,816] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.250,091] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.250,244] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.250,488] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.250,946] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.251,220] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.304,290] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.304,473] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.304,656] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.304,840] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.305,145] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.311,981] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.312,103] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.312,347] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.312,530] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.312,744] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.313,201] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.313,446] <wrn> net_buf: Timeout discarded. No blocking in syswq
