[00:00:35.533,233] <dbg> bttester_mesh: fault_get_cur: 
[00:00:15.021,911] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.022,125] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.022,308] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.022,613] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.281,066] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.281,158] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.281,433] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.281,616] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.281,829] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.282,135] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.282,379] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.331,939] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.332,122] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.332,336] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.332,519] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.332,824] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.357,818] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.357,910] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.358,184] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.358,367] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.358,581] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.358,917] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.359,161] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.363,250] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.363,433] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.363,647] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.363,830] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.364,135] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.400,146] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.400,238] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.400,512] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.400,726] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.400,909] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.401,245] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.401,489] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.405,273] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.405,456] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.405,639] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.405,853] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.406,158] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.664,306] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.664,428] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.664,672] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.664,855] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.665,069] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.665,435] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.665,710] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.723,754] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.723,937] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.724,151] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.724,334] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.724,639] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.764,648] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.764,739] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.765,014] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.765,197] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.765,411] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.765,655] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.765,930] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.769,958] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.770,111] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.770,324] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.770,538] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.770,812] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.799,926] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.800,018] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.800,292] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.800,476] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.800,689] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.800,964] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.801,208] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.804,992] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.805,175] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.805,358] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.805,572] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.805,877] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.069,976] <inf> bt_mesh_main: Primary Element: 0x0002
[00:00:16.077,758] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.077,941] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:16.077,972] <dbg> bttester: tester_event: service 0x04 opcode 0x83
[00:00:16.078,643] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.078,796] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.079,010] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.079,406] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.079,650] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.088,165] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.088,348] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.088,562] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.088,745] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.089,019] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.096,191] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.096,313] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.096,557] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.096,740] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.096,954] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.097,320] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.097,564] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.149,169] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.149,353] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.149,566] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.149,749] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.150,024] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.184,112] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.184,204] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.184,478] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.184,661] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.184,875] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.185,241] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.185,485] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.189,056] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.189,239] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.189,422] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.189,605] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.189,910] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.807,373] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:17.807,434] <dbg> bttester: tester_event: service 0x04 opcode 0x85
[00:00:18.552,398] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:18.552,398] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.555,694] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.556,213] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:18.556,243] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.557,861] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.558,044] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.558,258] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.558,715] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.558,990] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.612,792] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.613,006] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.613,250] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.660,095] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0002 payload_len 15
[00:00:18.660,095] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:18.663,818] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0002 payload_len 3
[00:00:18.663,848] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:18.666,656] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.667,144] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.667,388] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.724,884] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.725,158] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.725,402] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.784,576] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.784,759] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.785,003] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.785,186] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.785,522] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.786,682] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.786,956] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.787,170] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.787,445] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.787,658] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.787,902] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.840,332] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.840,515] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.840,698] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.840,881] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.841,186] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.848,968] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.849,090] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.849,334] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.849,517] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.849,731] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.850,219] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.850,494] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.908,142] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.908,325] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.908,538] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.908,721] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.908,996] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.911,895] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.912,078] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.912,353] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.912,536] <wrn> net_buf: Timeout discarded. No blocking in syswq
